hhid,plotid,cropid,sa3q1,sa3q2,sa3q3,sa3q4,sa3q4b,sa3q5a,sa3q5b,sa3q6a,sa3q6b,sa3q7,sa3q8a,sa3q8b,sa3q9,sa3q10,sa3q11a,sa3q11b,sa3q12,sa3q13,sa3q14,sa3q15a,sa3q15b,sa3q15c,sect4q16a,sa3q16b,sa3q17,sa3q18,sa3q19a,sa3q19b,sa3q20a,sa3q20b,sa3q21a,sa3q21b,sa3q22a,sa3q22b,sa3q23a,sa3q23b
50091.0,2.0,2.0,MILLET,1100.0,1.0,,,150.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,9000.0,0.0,,20.0,1.0,0.0,,20.0,1.0,0.0,
50091.0,2.0,3.0,MAIZE,1080.0,1.0,,,150.0,2.0,300.0,1.0,2.0,,,1.0,N3,100.0,1.0,450.0,1.0,2.0,,,,,,,13500.0,0.0,,10.0,1.0,0.0,,30.0,1.0,0.0,
50091.0,2.0,4.0,BENISEED,2040.0,1.0,,,150.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,28000.0,0.0,,10.0,1.0,0.0,,20.0,1.0,3.0,1.0
50091.0,3.0,1.0,BENISEED,2040.0,1.0,,,150.0,2.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,56000.0,0.0,,20.0,1.0,0.0,,40.0,1.0,2.0,1.0
50091.0,4.0,1.0,G.NUT,1062.0,1.0,,,100.0,2.0,200.0,1.0,2.0,,,1.0,N3,100.0,1.0,14000.0,1.0,2.0,,,,,,,14000.0,0.0,,30.0,1.0,0.0,,20.0,1.0,4.0,1.0
50091.0,4.0,2.0,MILLET,1100.0,1.0,,,100.0,2.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4500.0,0.0,,10.0,1.0,0.0,,10.0,1.0,0.0,
50092.0,1.0,1.0,G.CORN,1070.0,1.0,,,,,1300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,52000.0,700.0,1.0,75.0,1.0,0.0,,0.0,,0.0,
50092.0,1.0,2.0,MAIZE,1082.0,1.0,,,,,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,200.0,1.0,29.6,1.0,0.0,,0.0,,0.0,
50092.0,2.0,1.0,MAIZE,1082.0,1.0,,,,,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,10000.0,200.0,1.0,34.0,1.0,0.0,,0.0,,0.0,
50092.0,2.0,2.0,BEENISEED,2040.0,1.0,,,,,400.0,1.0,2.0,,,1.0,N2,400.0,1.0,60000.0,1.0,2.0,,,,,,,60000.0,200.0,1.0,13.5,1.0,0.0,,0.0,,0.0,
50092.0,3.0,1.0,MILLET,1100.0,1.0,,,,,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,25000.0,75.0,1.0,8.5,1.0,0.0,,0.0,,0.0,
50092.0,3.0,2.0,G.CORN,1070.0,1.0,,,,,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20000.0,,,28.0,1.0,0.0,,0.0,,0.0,
50092.0,3.0,3.0,BEANS,1010.0,1.0,,,,,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,12000.0,,,200.0,1.0,0.0,,100.0,1.0,0.0,
50092.0,4.0,1.0,G.NUT,1062.0,1.0,,,,,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,30000.0,,,,,,,,,,
50092.0,4.0,2.0,MAIWA,1100.0,1.0,,,,,200.0,,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,
50093.0,1.0,1.0,G.CORN,1070.0,1.0,,,5784.0,7.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,3000.0,600.0,1.0,30.0,1.0,0.0,,100.0,1.0,0.0,
50093.0,2.0,1.0,MAIZE,1080.0,1.0,,,17591.0,7.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,85.0,1.0,3.4,1.0,0.0,,17.0,1.0,0.0,
50093.0,2.0,2.0,G.CORN,1070.0,1.0,,,,,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,9000.0,85.0,1.0,1.7,1.0,0.0,,8.5,1.0,100.0,1.0
50093.0,3.0,1.0,MILLET,1100.0,1.0,,,2381.0,7.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4000.0,50.0,1.0,5.0,1.0,0.0,,5.0,1.0,200.0,1.0
50093.0,3.0,2.0,G.CORN,1070.0,1.0,,,,,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,15000.0,0.0,,7.0,1.0,0.0,,,,200.0,1.0
50093.0,4.0,1.0,BEENISEED,2040.0,1.0,,,8630.0,7.0,300.0,1.0,2.0,,,1.0,N1,300.0,1.0,42000.0,1.0,2.0,,,,,,,56000.0,,,,,,,,,,
50093.0,4.0,2.0,MAIWA,1100.0,1.0,,,,,75.0,1.0,2.0,,,2.0,,,,,,,,,,,,,2500.0,,,,,,,,,,
50093.0,5.0,1.0,G.CORN,1070.0,1.0,,,5601.0,7.0,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,9000.0,,,,,,,,,,
50093.0,5.0,2.0,RICE,1111.0,1.0,,,,,200.0,1.0,2.0,,,1.0,N1,100.0,1.0,4000.0,1.0,2.0,,,,,,,10000.0,,,,,,,,,,
50094.0,1.0,1.0,G.CORN,1070.0,1.0,,,200.0,2.0,800.0,1.0,2.0,,,2.0,,,,,,,,,,,,,33000.0,800.0,1.0,50.0,1.0,0.0,,50.0,1.0,0.0,
50094.0,2.0,1.0,G.NUT,1060.0,1.0,,,120.0,2.0,1100.0,1.0,2.0,,,1.0,N1,700.0,1.0,24500.0,1.0,2.0,,,,,,,38500.0,1100.0,1.0,200.0,1.0,200.0,1.0,100.0,1.0,0.0,
50094.0,2.0,2.0,MILLET,1100.0,1.0,,,120.0,2.0,100.0,1.0,2.0,,,1.0,N1,100.0,1.0,4300.0,1.0,2.0,,,,,,,8600.0,200.0,1.0,0.0,,0.0,,0.0,,0.0,
50094.0,3.0,1.0,RICE,1110.0,1.0,,,100.0,2.0,600.0,1.0,2.0,,,1.0,N1,200.0,1.0,9000.0,1.0,2.0,,,,,,,27000.0,600.0,1.0,100.0,1.0,0.0,,0.0,,0.0,
50095.0,1.0,1.0,G.CORN,1070.0,1.0,,,700.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,2800.0,400.0,1.0,30.0,,0.0,,100.0,1.0,0.0,
50095.0,1.0,2.0,BEENISEED,2040.0,1.0,,,200.0,1.0,2.0,,,,,1.0,N1,200.0,1.0,26000.0,1.0,2.0,,,,,,,26000.0,100.0,1.0,10.0,1.0,0.0,,,,0.0,
50095.0,1.0,3.0,BEANS,1010.0,1.0,,,54.0,1.0,2.0,,,,,1.0,N1,54.0,1.0,2800.0,1.0,2.0,,,,,,,4800.0,,,2.0,1.0,0.0,,,,0.0,
50095.0,2.0,1.0,G.CORN,1070.0,1.0,,,1000.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,40000.0,,,,,,,,,,
50095.0,3.0,1.0,RICE,1110.0,1.0,,,200.0,1.0,2.0,,,,,2.0,,,,,,,,,,,,,10000.0,,,,,,,,,,
50096.0,1.0,1.0,G.CORN,1070.0,1.0,,,,,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4200.0,100.0,1.0,0.0,,0.0,,0.0,,0.0,
50096.0,1.0,2.0,BEANS,1010.0,1.0,,,,,100.0,1.0,2.0,,,1.0,N1,100.0,1.0,6500.0,1.0,2.0,,,,,,,6500.0,,,0.0,,0.0,,0.0,,0.0,
50096.0,1.0,3.0,BEENI SEED,2040.0,1.0,,,,,100.0,1.0,2.0,,,1.0,N1,100.0,1.0,12000.0,1.0,2.0,,,,,,,13000.0,,,0.0,,0.0,,0.0,,0.0,
50097.0,1.0,1.0,G.CORN,1070.0,1.0,,,300.0,2.0,2000.0,1.0,2.0,,,2.0,,,,,,,,,,,,,86000.0,700.0,1.0,100.0,1.0,0.0,,100.0,1.0,0.0,
50097.0,2.0,1.0,MILLET,1100.0,1.0,,,400.0,2.0,300.0,1.0,2.0,,,1.0,N1,300.0,1.0,11000.0,1.0,2.0,,,,,,,16500.0,100.0,1.0,0.0,,0.0,,0.0,,0.0,
50097.0,3.0,1.0,G.NUT,1060.0,1.0,,,400.0,2.0,2500.0,1.0,2.0,,,1.0,N1,2000.0,1.0,65000.0,1.0,2.0,,,,,,,65000.0,0.0,,0.0,,300.0,1.0,200.0,1.0,0.0,
50098.0,1.0,1.0,MILLET,1100.0,1.0,,,150.0,2.0,400.0,1.0,2.0,,,1.0,N4,100.0,1.0,4500.0,1.0,2.0,,,,,,,18000.0,,,50.0,1.0,0.0,,40.0,1.0,0.0,
50098.0,1.0,2.0,G.CORN,1070.0,1.0,,,100.0,2.0,1000.0,1.0,2.0,,,1.0,N4,200.0,1.0,8000.0,1.0,2.0,,,,,,,40000.0,200.0,1.0,100.0,1.0,0.0,,100.0,1.0,0.0,
50098.0,1.0,3.0,MAIZE,1080.0,1.0,,,150.0,2.0,600.0,1.0,2.0,,,2.0,,,,,,,,,,,,,30000.0,100.0,1.0,30.0,1.0,0.0,,60.0,1.0,5.0,1.0
50098.0,2.0,1.0,MILLET,1100.0,1.0,,,100.0,2.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,18000.0,100.0,1.0,20.0,1.0,0.0,,40.0,1.0,0.0,
50098.0,2.0,2.0,G.CORN,1070.0,1.0,,,100.0,2.0,800.0,1.0,2.0,,,1.0,N4,200.0,1.0,8000.0,1.0,2.0,,,,,,,32000.0,,,50.0,1.0,0.0,,80.0,1.0,0.0,
50098.0,3.0,1.0,MILLET,1100.0,1.0,,,300.0,2.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4500.0,,,40.0,1.0,0.0,,10.0,1.0,2.0,1.0
50098.0,3.0,2.0,G.CORN,1070.0,1.0,,,300.0,2.0,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,12000.0,100.0,1.0,30.0,1.0,0.0,,30.0,1.0,0.0,
50098.0,3.0,3.0,PEPPER,2140.0,1.0,,,300.0,2.0,1300.0,1.0,2.0,,,1.0,N4,400.0,1.0,28000.0,1.0,2.0,,,,,,,91000.0,,,10.0,1.0,0.0,,130.0,1.0,5.0,1.0
50098.0,3.0,4.0,BEENISEED,2040.0,1.0,,,300.0,2.0,300.0,1.0,2.0,,,1.0,N4,200.0,1.0,14000.0,1.0,2.0,,,,,,,42000.0,,,20.0,1.0,0.0,,30.0,1.0,20.0,1.0
50099.0,1.0,1.0,MILLET,1100.0,1.0,,,30432.0,7.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,22500.0,,,50.0,1.0,0.0,,50.0,1.0,0.0,
50099.0,1.0,2.0,G.CORN,1070.0,1.0,,,30432.0,7.0,700.0,1.0,2.0,,,2.0,,,,,,,,,,,,,28000.0,200.0,1.0,10.0,1.0,0.0,,70.0,1.0,0.0,
50099.0,1.0,3.0,PEPPER,2141.0,1.0,,,30432.0,7.0,600.0,1.0,2.0,,,2.0,,,,,,,,,,,,,42000.0,,,10.0,1.0,0.0,,60.0,1.0,12.0,1.0
50099.0,2.0,1.0,PEPPER,2141.0,1.0,,,902.0,7.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,28000.0,,,10.0,1.0,0.0,,40.0,1.0,0.0,
50099.0,2.0,2.0,G.CORN,1070.0,1.0,,,15264.0,7.0,600.0,1.0,2.0,,,2.0,,,,,,,,,,,,,42000.0,200.0,1.0,50.0,1.0,0.0,,60.0,1.0,0.0,
50099.0,3.0,1.0,MAIZE,1080.0,1.0,,,15264.0,7.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,100.0,1.0,5.0,1.0,0.0,,10.0,1.0,10.0,1.0
50099.0,3.0,2.0,BEANS,1010.0,1.0,,,15264.0,7.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,7000.0,,,2.0,1.0,0.0,,10.0,1.0,10.0,1.0
50099.0,3.0,3.0,BEENISEEN,2040.0,1.0,,,15264.0,7.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,14000.0,,,10.0,1.0,0.0,,20.0,1.0,2.0,1.0
50100.0,1.0,1.0,G.CORN,1070.0,1.0,,,300.0,2.0,1000.0,1.0,2.0,,,1.0,N3,200.0,1.0,8000.0,1.0,2.0,,,,,,,40000.0,200.0,1.0,100.0,1.0,0.0,,100.0,1.0,0.0,
50100.0,1.0,2.0,MAIZE,1080.0,1.0,,,300.0,2.0,1200.0,1.0,2.0,,,1.0,N3,200.0,1.0,10000.0,1.0,2.0,,,,,,,60000.0,200.0,1.0,100.0,1.0,0.0,,120.0,1.0,0.0,
50100.0,1.0,3.0,BEENISEED,2040.0,1.0,,,300.0,2.0,300.0,1.0,2.0,,,1.0,N3,100.0,1.0,12000.0,1.0,2.0,,,,,,,42000.0,,,50.0,1.0,0.0,,30.0,1.0,0.0,
50100.0,2.0,1.0,"G,CORN",1070.0,1.0,,,150.0,2.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20000.0,,,10.0,1.0,0.0,,50.0,1.0,0.0,
50100.0,2.0,2.0,MILLET,1100.0,1.0,,,150.0,2.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,18000.0,100.0,1.0,30.0,1.0,0.0,,40.0,1.0,0.0,
50100.0,2.0,3.0,BEANS,1010.0,1.0,,,150.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,16000.0,,,20.0,1.0,0.0,,20.0,1.0,0.0,
50100.0,2.0,4.0,PEPPER,2140.0,1.0,,,150.0,2.0,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,21000.0,,,30.0,1.0,0.0,,30.0,1.0,0.0,
50111.0,1.0,1.0,G.CORN,1070.0,1.0,,,2476.0,7.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4000.0,0.0,,10.0,1.0,0.0,,10.0,1.0,0.0,
50111.0,2.0,1.0,G.CORN,1070.0,1.0,,,4792.0,7.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20000.0,100.0,1.0,80.0,1.0,0.0,,50.0,1.0,0.0,
50111.0,2.0,2.0,G.NUT,1060.0,1.0,,,9792.0,7.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,8000.0,0.0,,10.0,1.0,0.0,,20.0,1.0,0.0,
50111.0,2.0,3.0,G.CORN,1070.0,1.0,,,5233.0,7.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,16000.0,100.0,1.0,10.0,1.0,0.0,,40.0,1.0,0.0,
50111.0,3.0,1.0,MILLET,1100.0,1.0,,,5233.0,7.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,4500.0,100.0,1.0,10.0,1.0,0.0,,10.0,1.0,0.0,
50111.0,3.0,2.0,BEANS,1010.0,1.0,,,5233.0,7.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,7000.0,0.0,,10.0,1.0,0.0,,10.0,1.0,0.0,
50111.0,3.0,3.0,BEENISEED,2040.0,1.0,,,5233.0,7.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,14000.0,0.0,,10.0,1.0,0.0,,10.0,1.0,0.0,
50112.0,1.0,1.0,G.CORN,1070.0,1.0,,,250.0,2.0,700.0,1.0,2.0,,,,,,,,,,,,,,,,28000.0,700.0,1.0,0.0,,,,0.0,1.0,200.0,1.0
50112.0,1.0,2.0,RICE,1110.0,1.0,,,250.0,2.0,600.0,1.0,2.0,,,,,,,,,,,,,,,,24000.0,600.0,1.0,0.0,,0.0,,0.0,1.0,200.0,1.0
50112.0,1.0,3.0,BEENISEED,2040.0,1.0,,,250.0,2.0,100.0,1.0,2.0,,,1.0,N1,100.0,1.0,15000.0,1.0,2.0,,,,,,,15000.0,100.0,1.0,0.0,,0.0,,0.0,,200.0,1.0
50112.0,2.0,1.0,BEENISEED,2040.0,1.0,,,200.0,2.0,100.0,1.0,2.0,,,1.0,N1,100.0,1.0,15000.0,1.0,2.0,,,,,,,15000.0,100.0,1.0,0.0,,0.0,,0.0,,100.0,1.0
50112.0,2.0,2.0,BEANS,1010.0,1.0,,,200.0,2.0,100.0,1.0,2.0,,,1.0,N1,100.0,1.0,6500.0,1.0,2.0,,,,,,,6500.0,100.0,1.0,0.0,,0.0,,0.0,,50.0,1.0
50112.0,2.0,3.0,G.CORN,1070.0,1.0,,,200.0,2.0,100.0,1.0,2.0,,,1.0,N1,100.0,1.0,4000.0,1.0,2.0,,,,,,,4000.0,100.0,1.0,0.0,,0.0,,0.0,,100.0,1.0
50112.0,2.0,4.0,MAIZE,1080.0,1.0,,,200.0,2.0,200.0,1.0,2.0,,,,,,,,,,,,,,,,10000.0,200.0,1.0,0.0,,0.0,,0.0,,100.0,1.0
50113.0,1.0,1.0,G.CORN,1070.0,1.0,,,200.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,8000.0,100.0,1.0,40.0,1.0,0.0,,20.0,1.0,0.0,
50113.0,1.0,2.0,G.NUT,1061.0,1.0,,,200.0,2.0,1000.0,1.0,2.0,,,2.0,,,,,,,,,,,,,40000.0,0.0,,30.0,1.0,0.0,,100.0,1.0,0.0,
50113.0,2.0,1.0,MILLET,1100.0,1.0,,,250.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,9000.0,0.0,,20.0,1.0,0.0,,20.0,1.0,0.0,
50113.0,2.0,2.0,G.CORN,1070.0,1.0,,,250.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,8000.0,100.0,1.0,10.0,1.0,0.0,,20.0,1.0,0.0,
50113.0,2.0,3.0,BEANS,1010.0,1.0,,,250.0,2.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,7000.0,0.0,,10.0,1.0,0.0,,10.0,1.0,0.0,
50113.0,2.0,4.0,BEENISEED,2040.0,1.0,,,250.0,2.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,14000.0,0.0,,10.0,1.0,0.0,,10.0,1.0,0.0,
50114.0,1.0,1.0,RICE,1110.0,1.0,,,100.0,2.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20000.0,500.0,1.0,50.0,1.0,0.0,,50.0,1.0,200.0,1.0
50114.0,2.0,1.0,MAIZE,1080.0,1.0,,,220.0,2.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,25000.0,500.0,1.0,50.0,1.0,0.0,,50.0,1.0,100.0,1.0
50114.0,2.0,2.0,G.CORN,1070.0,1.0,,,220.0,2.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,18000.0,400.0,1.0,0.0,,0.0,,0.0,,100.0,1.0
50114.0,2.0,3.0,BEENISEED,2040.0,1.0,,,110.0,2.0,100.0,1.0,,,,1.0,N1,100.0,1.0,12000.0,1.0,2.0,,,,,,,12000.0,100.0,1.0,0.0,,0.0,,0.0,,200.0,1.0
50114.0,3.0,1.0,G.CORN,1070.0,1.0,,,110.0,2.0,600.0,1.0,,,,2.0,,,,,,,,,,,,,27000.0,600.0,1.0,0.0,,0.0,,0.0,,0.0,
50114.0,3.0,2.0,BEENISEED,2040.0,1.0,,,110.0,2.0,300.0,1.0,,,,1.0,N1,300.0,1.0,36000.0,1.0,2.0,,,,,,,36000.0,300.0,1.0,0.0,,0.0,,10.0,1.0,10.0,1.0
50114.0,3.0,3.0,BEANS,1010.0,1.0,,,,,200.0,1.0,,,,1.0,N1,100.0,1.0,6500.0,1.0,2.0,,,,,,,13000.0,200.0,1.0,0.0,,0.0,,10.0,1.0,100.0,1.0
50116.0,1.0,1.0,G.CORN,1070.0,1.0,,,200.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,8000.0,100.0,1.0,20.0,1.0,0.0,,30.0,1.0,0.0,
50116.0,1.0,2.0,MAIZE,1080.0,1.0,,,200.0,2.0,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,15000.0,100.0,1.0,20.0,1.0,0.0,,30.0,1.0,0.0,
50116.0,1.0,3.0,BEANS,1010.0,1.0,,,200.0,2.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,7000.0,0.0,,20.0,1.0,0.0,,10.0,1.0,0.0,
50116.0,1.0,4.0,BEENISEED,2040.0,1.0,,,200.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,28000.0,0.0,,20.0,1.0,0.0,,10.0,1.0,0.0,
50117.0,1.0,1.0,G.CORN,1070.0,1.0,,,150.0,2.0,700.0,1.0,2.0,,,1.0,N2,200.0,1.0,800.0,1.0,2.0,,,,,,,28000.0,100.0,1.0,50.0,1.0,0.0,,70.0,1.0,0.0,
50117.0,1.0,2.0,BEENISEED,2040.0,1.0,,,150.0,2.0,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,42000.0,0.0,,20.0,1.0,0.0,,30.0,1.0,0.0,
50118.0,1.0,1.0,G.CORN,1070.0,1.0,,,10730.0,7.0,1000.0,1.0,2.0,,,2.0,,,,,,,,,,,,,40000.0,100.0,1.0,30.0,1.0,,,0.0,,0.0,
50118.0,1.0,2.0,MAIZE,1080.0,1.0,,,,,600.0,1.0,2.0,,,2.0,,,,,,,,,,,,,30000.0,200.0,1.0,15.0,1.0,,,100.0,1.0,0.0,
50118.0,1.0,3.0,BEANS,1010.0,1.0,,,,,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,21000.0,100.0,1.0,7.0,1.0,,,0.0,,0.0,
50118.0,2.0,1.0,G.CORN,1070.0,1.0,,,9838.0,7.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,8000.0,,,,,,,,,,
50118.0,2.0,2.0,BEANS,1010.0,1.0,,,,,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,7000.0,,,,,,,,,,
50119.0,1.0,1.0,G.CORN,1070.0,1.0,,,1647.0,7.0,1000.0,1.0,2.0,,,,,,,,,,,,,,,,40000.0,300.0,1.0,100.0,1.0,0.0,,100.0,1.0,500.0,1.0
50119.0,1.0,2.0,MAIZE,1080.0,1.0,,,,,900.0,1.0,2.0,,,,,,,,,,,,,,,,45000.0,400.0,1.0,75.0,1.0,0.0,,100.0,1.0,0.0,
50119.0,2.0,1.0,BEENISEED,2040.0,1.0,,,10298.0,7.0,500.0,1.0,2.0,,,1.0,N3,500.0,1.0,75000.0,1.0,2.0,,,,,,,75000.0,0.0,1.0,14.0,1.0,0.0,,,,700.0,1.0
50119.0,2.0,2.0,G.CORN,1070.0,1.0,,,,,800.0,1.0,2.0,,,,,,,,,,,,,,,,32000.0,,,,,,,,,,
50119.0,3.0,1.0,G.CORN,1070.0,2.0,2.0,,13728.0,7.0,0.0,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
50119.0,3.0,2.0,BEENISEED,2040.0,2.0,2.0,,,,0.0,,2.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
50120.0,1.0,1.0,G.CORN,1070.0,1.0,,,13168.0,7.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20000.0,400.0,1.0,15.0,1.0,,,0.0,,300.0,1.0
50120.0,1.0,2.0,G.NUT,1062.0,1.0,,,,,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,18000.0,200.0,1.0,0.0,,,,0.0,,0.0,
50120.0,1.0,3.0,BEANS,1010.0,1.0,,,,,100.0,1.0,2.0,,,1.0,N1,100.0,1.0,4000.0,1.0,2.0,,,,,,,4000.0,0.0,,0.0,,,,0.0,,0.0,
50120.0,1.0,4.0,MILLET,1100.0,1.0,,,,,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,100.0,1.0,5.1,1.0,,,0.0,,0.0,
50120.0,1.0,5.0,MAIZE,1080.0,1.0,,,,,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,100.0,1.0,0.0,,,,0.0,,0.0,
50120.0,1.0,6.0,FRESH OKRO,2120.0,1.0,,,,,70.0,1.0,2.0,,,2.0,,,,,,,,,,,,,2000.0,70.0,1.0,0.0,,,,0.0,,0.0,
50120.0,2.0,1.0,G.CORN,1070.0,1.0,,,18431.0,7.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,10000.0,,,,,,,,,,
50121.0,1.0,1.0,"BENI,SEED",2040.0,1.0,,,40.0,2.0,25.0,1.0,2.0,,,1.0,N1,20.0,1.0,3500.0,1.0,2.0,,,,,,,7000.0,0.0,,10.0,1.0,0.0,,0.0,,0.0,
50121.0,1.0,2.0,G.CORN,1070.0,1.0,,,40.0,2.0,50.0,1.0,2.0,,,2.0,,,,,,,,,,,,,3500.0,25.0,1.0,10.0,1.0,0.0,,0.0,,0.0,
50121.0,1.0,3.0,BEANS,1010.0,1.0,,,40.0,2.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,7000.0,0.0,,10.0,1.0,0.0,,0.0,,0.0,
50124.0,1.0,1.0,MILLET,1100.0,1.0,,,100.0,2.0,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,12000.0,100.0,1.0,25.0,1.0,0.0,,30.0,1.0,0.0,
50124.0,1.0,2.0,BEANS,1010.0,1.0,,,100.0,2.0,50.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5200.0,25.0,1.0,10.0,1.0,0.0,,0.0,,0.0,
50125.0,1.0,1.0,MILLET,1100.0,1.0,,,100.0,2.0,1200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,48000.0,400.0,1.0,700.0,1.0,,,100.0,1.0,,
50125.0,1.0,2.0,BEAN,1010.0,1.0,,,100.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,16000.0,100.0,1.0,100.0,1.0,,,,,,
50126.0,1.0,1.0,MILLET,1100.0,1.0,,,300.0,2.0,1000.0,1.0,2.0,,,2.0,,,,,,,,,,,,,50000.0,200.0,1.0,20.0,1.0,0.0,,100.0,1.0,0.0,
50126.0,1.0,2.0,BEANS,1010.0,1.0,,,300.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20800.0,50.0,1.0,30.0,1.0,0.0,,50.0,1.0,0.0,
50126.0,2.0,1.0,MILLET,1100.0,1.0,,,250.0,2.0,700.0,1.0,2.0,,,2.0,,,,,,,,,,,,,25000.0,200.0,1.0,20.0,1.0,0.0,,100.0,1.0,0.0,
50126.0,2.0,2.0,BEANS,1010.0,1.0,,,250.0,2.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20800.0,50.0,1.0,30.0,1.0,0.0,,50.0,1.0,0.0,
50127.0,1.0,1.0,MILLET,1100.0,1.0,,,100.0,2.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,27500.0,200.0,1.0,100.0,1.0,50.0,1.0,2500.0,1.0,0.0,
50127.0,1.0,2.0,BEANS,1010.0,1.0,,,100.0,2.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,7000.0,25.0,1.0,25.0,1.0,10.0,1.0,0.0,,0.0,
50127.0,2.0,1.0,MILLET,1100.0,1.0,,,75.0,2.0,650.0,1.0,2.0,,,2.0,,,,,,,,,,,,,35750.0,0.0,,0.0,,0.0,,0.0,,0.0,
50127.0,2.0,2.0,BEANS,1010.0,1.0,,,75.0,2.0,50.0,1.0,2.0,,,2.0,,,,,,,,,,,,,3500.0,0.0,,0.0,,0.0,,0.0,,0.0,
50131.0,1.0,1.0,G.CORN,1070.0,1.0,,,300.0,2.0,1600.0,1.0,2.0,,,1.0,N1,200.0,1.0,7600.0,1.0,2.0,,,,,,,60800.0,1600.0,1.0,50.0,1.0,0.0,,100.0,1.0,0.0,
50131.0,2.0,1.0,G.CORN,1070.0,1.0,,,100.0,2.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,15200.0,400.0,1.0,0.0,,0.0,,0.0,,0.0,
