hhid,plotid,cropid,sa3q1,sa3q2,sa3q3,sa3q4,sa3q4b,sa3q5a,sa3q5b,sa3q6a,sa3q6b,sa3q7,sa3q8a,sa3q8b,sa3q9,sa3q10,sa3q11a,sa3q11b,sa3q12,sa3q13,sa3q14,sa3q15a,sa3q15b,sa3q15c,sect4q16a,sa3q16b,sa3q17,sa3q18,sa3q19a,sa3q19b,sa3q20a,sa3q20b,sa3q21a,sa3q21b,sa3q22a,sa3q22b,sa3q23a,sa3q23b
230071.0,1.0,1.0,,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230071.0,1.0,2.0,,1080.0,1.0,,,3000.0,1.0,350.0,1.0,2.0,,,1.0,N1,200.0,1.0,8000.0,1.0,2.0,,,,,,,14000.0,75.0,1.0,25.0,1.0,0.0,,40.0,1.0,10.0,1.0
230076.0,1.0,1.0,,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230076.0,1.0,2.0,,1080.0,1.0,,,1200.0,1.0,150.0,1.0,2.0,,,2.0,,,,,,,,,,,,,6000.0,100.0,1.0,10.0,1.0,,,20.0,1.0,20.0,1.0
230076.0,1.0,3.0,,1070.0,1.0,,,200.0,1.0,20.0,1.0,2.0,,,2.0,,,,,,,,,,,,,1000.0,18.0,1.0,2.0,1.0,,,,,,
230076.0,1.0,4.0,,2181.0,1.0,,,50.0,1.0,20.0,1.0,2.0,,,2.0,,,,,,,,,,,,,1500.0,20.0,1.0,,,,,,,,
230076.0,1.0,5.0,,2140.0,1.0,,,30.0,1.0,5.0,1.0,2.0,,,2.0,,,,,,,,,,,,,500.0,5.0,1.0,,,,,,,,
230076.0,1.0,6.0,,1120.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230089.0,1.0,1.0,,2260.0,1.0,,,100.0,1.0,150.0,1.0,2.0,,,2.0,,,,,,,,,,,,,2500.0,100.0,1.0,,,,,45.0,1.0,5.0,1.0
230091.0,1.0,1.0,YAM,1120.0,1.0,,,3000.0,5.0,1320.0,1.0,2.0,,,1.0,N1,360.0,1.0,18000.0,1.0,2.0,,,,,,,66000.0,360.0,1.0,120.0,1.0,0.0,,480.0,1.0,300.0,1.0
230091.0,2.0,1.0,MAIZE,1080.0,1.0,,,2000.0,5.0,375.0,1.0,2.0,,,2.0,,,,,,,,,,,,,28000.0,75.0,1.0,250.0,1.0,0.0,,50.0,1.0,25.0,1.0
230092.0,1.0,1.0,,1070.0,1.0,,,7.0,5.0,1800.0,1.0,2.0,,,2.0,,,,,,,,,,,,,72000.0,200.0,1.0,1200.0,1.0,0.0,,200.0,1.0,200.0,1.0
230092.0,1.0,2.0,,1080.0,1.0,,,7.0,5.0,2200.0,1.0,2.0,,,1.0,N1,1100.0,1.0,49500.0,1.0,2.0,,,,,,,99000.0,200.0,1.0,600.0,1.0,0.0,,200.0,1.0,100.0,1.0
230092.0,2.0,1.0,,1070.0,1.0,,,1.0,5.0,300.0,1.0,2.0,,,1.0,N1,275.0,1.0,12375.0,1.0,2.0,,,,,,,13500.0,0.0,,,,,,,,25.0,1.0
230092.0,3.0,1.0,,1120.0,1.0,,,4500.0,1.0,9000.0,1.0,2.0,,,1.0,N1,5760.0,1.0,160000.0,1.0,2.0,,,,,,,330000.0,360.0,1.0,2520.0,1.0,0.0,,180.0,1.0,180.0,1.0
230092.0,3.0,2.0,,1010.0,1.0,,,,5.0,350.0,1.0,2.0,,,1.0,N1,200.0,1.0,10000.0,1.0,2.0,,,,,,,17500.0,50.0,1.0,75.0,1.0,0.0,,0.0,,25.0,1.0
230093.0,1.0,1.0,,1080.0,1.0,,,8.0,5.0,5000.0,1.0,2.0,,,1.0,N3,3000.0,1.0,135000.0,1.0,2.0,,,,,,,225000.0,600.0,1.0,750.0,1.0,,,500.0,1.0,150.0,1.0
230093.0,1.0,2.0,,1070.0,1.0,,,8.0,5.0,4000.0,1.0,2.0,,,1.0,N3,3000.0,1.0,135000.0,1.0,2.0,,,,,,,180000.0,400.0,1.0,200.0,1.0,0.0,,300.0,1.0,100.0,1.0
230094.0,1.0,1.0,,1120.0,1.0,,,2.0,5.0,4800.0,1.0,2.0,,,1.0,N1,1920.0,1.0,108000.0,1.0,2.0,,,,,,,270000.0,1200.0,1.0,1500.0,1.0,0.0,,100.0,1.0,80.0,1.0
230094.0,1.0,2.0,,1010.0,1.0,,,2.0,5.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,9000.0,50.0,1.0,40.0,1.0,0.0,,0.0,,10.0,1.0
230094.0,2.0,1.0,,1080.0,1.0,,,4500.0,1.0,370.0,1.0,2.0,,,1.0,N1,300.0,1.0,13500.0,1.0,2.0,,,,,,,16800.0,30.0,1.0,30.0,1.0,0.0,,0.0,,10.0,1.0
230094.0,2.0,2.0,,1070.0,1.0,,,4500.0,1.0,100.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,60.0,1.0,10.0,1.0,0.0,,20.0,1.0,10.0,1.0
230094.0,3.0,1.0,,1070.0,1.0,,,2.0,5.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,10000.0,0.0,,160.0,1.0,0.0,,30.0,1.0,10.0,1.0
230095.0,1.0,1.0,,1120.0,1.0,,,4500.0,1.0,9000.0,1.0,2.0,,,1.0,N1,6000.0,1.0,160000.0,1.0,2.0,,,,,,,375000.0,220.0,1.0,2450.0,1.0,0.0,,180.0,1.0,150.0,1.0
230095.0,2.0,1.0,,1080.0,1.0,,,5200.0,1.0,800.0,1.0,2.0,,,1.0,N1,300.0,1.0,13500.0,1.0,2.0,,,,,,,36000.0,200.0,1.0,225.0,1.0,0.0,,50.0,1.0,25.0,1.0
230095.0,2.0,2.0,,1070.0,1.0,,,5200.0,1.0,700.0,1.0,2.0,,,1.0,N1,200.0,1.0,9200.0,1.0,2.0,,,,,,,32200.0,150.0,1.0,250.0,1.0,0.0,,75.0,1.0,25.0,1.0
230096.0,1.0,1.0,,1120.0,1.0,,,2.0,5.0,350.0,1.0,2.0,,,2.0,,,,,,,,,,,,,18000.0,100.0,1.0,130.0,1.0,0.0,,80.0,1.0,140.0,1.0
230096.0,1.0,2.0,,1080.0,1.0,,,2.0,5.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,16000.0,80.0,1.0,70.0,1.0,0.0,,50.0,1.0,70.0,1.0
230096.0,1.0,3.0,,1070.0,1.0,,,2.0,5.0,250.0,1.0,2.0,,,2.0,,,,,,,,,,,,,24000.0,100.0,1.0,120.0,1.0,0.0,,30.0,1.0,70.0,1.0
230097.0,1.0,1.0,,1120.0,1.0,,,3.0,5.0,1500.0,1.0,2.0,,,1.0,N3,900.0,1.0,15000.0,1.0,2.0,,,,,,,25000.0,300.0,1.0,300.0,1.0,0.0,,300.0,1.0,0.0,
230097.0,1.0,2.0,,1120.0,1.0,,,7.0,5.0,4500.0,1.0,2.0,,,1.0,N3,3000.0,1.0,50000.0,1.0,2.0,,,,,,,75000.0,600.0,1.0,300.0,1.0,0.0,,300.0,1.0,0.0,
230098.0,1.0,1.0,,1120.0,1.0,,,3200.0,1.0,2200.0,1.0,2.0,,,1.0,N1,600.0,1.0,21000.0,1.0,2.0,,,,,,,75000.0,800.0,1.0,700.0,1.0,0.0,,50.0,1.0,50.0,1.0
230098.0,2.0,1.0,,1080.0,1.0,,,5500.0,1.0,400.0,1.0,2.0,,,1.0,N1,300.0,1.0,13500.0,1.0,2.0,,,,,,,18000.0,50.0,1.0,40.0,1.0,0.0,,0.0,1.0,10.0,1.0
230098.0,2.0,2.0,,1070.0,1.0,,,5500.0,1.0,350.0,1.0,2.0,,,2.0,,,,,,,,,,,,,20000.0,50.0,1.0,250.0,1.0,0.0,,40.0,1.0,10.0,1.0
230098.0,3.0,1.0,,1070.0,1.0,,,5000.0,1.0,300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,15000.0,60.0,1.0,200.0,1.0,0.0,,30.0,1.0,10.0,1.0
230099.0,1.0,1.0,,1080.0,1.0,,,3.0,5.0,3000.0,1.0,2.0,,,1.0,N3,2000.0,1.0,90000.0,1.0,2.0,,,,,,,135000.0,300.0,1.0,350.0,1.0,0.0,,300.0,1.0,50.0,1.0
230099.0,1.0,2.0,,1070.0,1.0,,,1.0,3.0,1000.0,1.0,2.0,,,1.0,N3,400.0,1.0,18000.0,1.0,2.0,,,,,,,45000.0,200.0,1.0,170.0,1.0,0.0,,200.0,1.0,30.0,1.0
230099.0,2.0,1.0,,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230099.0,3.0,1.0,,1120.0,1.0,,,1.0,5.0,1000.0,1.0,2.0,,,2.0,,,,,,,,,,,,,17000.0,600.0,1.0,0.0,,0.0,,300.0,1.0,100.0,1.0
230100.0,1.0,1.0,,1120.0,1.0,,,5000.0,1.0,6000.0,1.0,2.0,,,1.0,N1,2500.0,1.0,125000.0,1.0,2.0,,,,,,,300000.0,1390.0,1.0,2000.0,1.0,0.0,,50.0,1.0,60.0,1.0
230100.0,2.0,1.0,,1070.0,1.0,,,4000.0,1.0,150.0,1.0,2.0,,,2.0,,,,,,,,,,,,,7500.0,50.0,1.0,60.0,1.0,0.0,,30.0,1.0,5.0,1.0
230100.0,2.0,2.0,,1080.0,1.0,,,4000.0,1.0,200.0,1.0,2.0,,,1.0,N1,150.0,1.0,6750.0,1.0,2.0,,,,,,,10000.0,20.0,1.0,15.0,1.0,0.0,,10.0,1.0,5.0,1.0
230100.0,3.0,1.0,,1070.0,1.0,,,4200.0,1.0,200.0,1.0,2.0,,,2.0,,,,,,,,,,,,,7500.0,40.0,1.0,150.0,1.0,0.0,,0.0,,10.0,1.0
230100.0,3.0,2.0,,1080.0,1.0,,,4200.0,1.0,200.0,1.0,2.0,,,1.0,N1,100.0,1.0,4500.0,1.0,2.0,,,,,,,9000.0,50.0,1.0,40.0,1.0,0.0,,0.0,,10.0,1.0
230101.0,1.0,1.0,,1111.0,1.0,,,2.0,5.0,4400.0,1.0,2.0,,,1.0,N1,1500.0,1.0,60000.0,1.0,2.0,,,,,,,176000.0,400.0,1.0,2000.0,1.0,0.0,,500.0,1.0,0.0,1.0
230101.0,2.0,1.0,,1020.0,1.0,,,2.0,5.0,6000.0,1.0,2.0,,,1.0,N1,3000.0,1.0,10000.0,2.0,2.0,,,,,,,20000.0,750.0,1.0,1500.0,1.0,0.0,,500.0,1.0,250.0,1.0
230101.0,2.0,2.0,,1070.0,1.0,,,2.0,5.0,800.0,1.0,2.0,,,1.0,N1,300.0,1.0,15000.0,1.0,2.0,,,,,,,40000.0,200.0,1.0,200.0,1.0,0.0,,100.0,1.0,0.0,
230101.0,3.0,1.0,,1080.0,1.0,,,2.0,5.0,400.0,1.0,2.0,,,1.0,N1,200.0,1.0,11000.0,1.0,2.0,,,,,,,22000.0,100.0,1.0,50.0,1.0,0.0,,50.0,1.0,0.0,
230101.0,3.0,2.0,,1060.0,1.0,,,2.0,5.0,1000.0,1.0,2.0,,,1.0,N1,750.0,1.0,21000.0,1.0,2.0,,,,,,,28000.0,50.0,1.0,100.0,1.0,0.0,,50.0,1.0,50.0,1.0
230102.0,1.0,1.0,,1070.0,1.0,,,6.0,5.0,700.0,1.0,2.0,,,1.0,N2,400.0,1.0,16000.0,1.0,2.0,,,,,,,28000.0,150.0,1.0,100.0,1.0,0.0,,30.0,1.0,20.0,1.0
230102.0,1.0,2.0,,1090.0,1.0,,,6.0,5.0,1500.0,1.0,2.0,,,1.0,N2,1000.0,1.0,110000.0,1.0,2.0,,,,,,,165000.0,0.0,,400.0,1.0,0.0,,70.0,1.0,30.0,1.0
230102.0,2.0,1.0,,1120.0,1.0,,,1200.0,1.0,1300.0,1.0,2.0,,,2.0,,,,,,,,,,,,,105000.0,700.0,1.0,500.0,1.0,0.0,,50.0,1.0,50.0,1.0
230102.0,3.0,1.0,,1020.0,1.0,,,1.0,5.0,400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,5000.0,380.0,1.0,0.0,,0.0,,0.0,,20.0,1.0
230103.0,1.0,1.0,,1110.0,1.0,,,1.0,5.0,600.0,1.0,2.0,,,1.0,N1,500.0,1.0,40000.0,1.0,2.0,,,,,,,48000.0,50.0,1.0,0.0,,0.0,,50.0,1.0,30.0,1.0
230103.0,2.0,1.0,,1110.0,1.0,,,3.0,5.0,1200.0,1.0,2.0,,,1.0,N1,500.0,1.0,40000.0,1.0,2.0,,,,,,,96000.0,100.0,1.0,450.0,1.0,0.0,,100.0,1.0,50.0,1.0
230103.0,3.0,1.0,,1070.0,1.0,,,8.0,5.0,2500.0,1.0,2.0,,,1.0,N2,2000.0,1.0,100000.0,1.0,2.0,,,,,,,125000.0,120.0,1.0,330.0,1.0,0.0,,50.0,1.0,40.0,1.0
230103.0,3.0,2.0,,1090.0,1.0,,,8.0,5.0,3400.0,1.0,2.0,,,1.0,N2,2500.0,1.0,125000.0,1.0,2.0,,,,,,,170000.0,30.0,1.0,770.0,1.0,0.0,,100.0,1.0,50.0,1.0
230104.0,1.0,1.0,,1060.0,1.0,,,1.0,5.0,1300.0,1.0,2.0,,,1.0,N2,500.0,1.0,10000.0,1.0,2.0,,,,,,,26000.0,50.0,1.0,500.0,1.0,0.0,,200.0,1.0,50.0,1.0
230104.0,1.0,2.0,,1020.0,2.0,10.0,IMMATURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230104.0,2.0,1.0,,1110.0,1.0,,,2.0,5.0,1200.0,1.0,2.0,,,1.0,N2,200.0,1.0,8000.0,1.0,2.0,,,,,,,40000.0,100.0,1.0,600.0,1.0,0.0,,200.0,1.0,100.0,1.0
230104.0,3.0,1.0,,1010.0,1.0,,,2.0,5.0,300.0,1.0,2.0,,,1.0,N2,100.0,1.0,5000.0,1.0,2.0,,,,,,,15000.0,50.0,1.0,100.0,1.0,0.0,,0.0,,50.0,1.0
230104.0,4.0,1.0,,1090.0,1.0,,,5.0,5.0,1000.0,1.0,2.0,,,1.0,N2,700.0,1.0,35000.0,1.0,2.0,,,,,,,50000.0,25.0,1.0,25.0,1.0,0.0,,200.0,1.0,50.0,1.0
230104.0,4.0,2.0,,1070.0,1.0,,,5.0,5.0,700.0,1.0,2.0,,,1.0,N2,200.0,1.0,8000.0,1.0,2.0,,,,,,,28000.0,50.0,1.0,200.0,1.0,0.0,,200.0,1.0,50.0,1.0
230105.0,1.0,1.0,,1111.0,1.0,,,3.0,5.0,1300.0,1.0,2.0,,,1.0,N1,500.0,1.0,17000.0,1.0,2.0,,,,,,,44200.0,200.0,1.0,500.0,1.0,0.0,,100.0,1.0,0.0,
230105.0,2.0,1.0,,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230105.0,3.0,1.0,,1070.0,1.0,,,3.0,5.0,300.0,1.0,2.0,,,1.0,N1,100.0,1.0,5000.0,1.0,2.0,,,,,,,15000.0,100.0,1.0,100.0,1.0,0.0,,0.0,,0.0,
230105.0,3.0,2.0,,1060.0,1.0,,,2.0,5.0,600.0,1.0,2.0,,,1.0,N1,450.0,1.0,12600.0,1.0,2.0,,,,,,,16800.0,40.0,1.0,410.0,1.0,0.0,,150.0,1.0,0.0,
230106.0,1.0,1.0,,1100.0,1.0,,,2.0,5.0,3600.0,1.0,2.0,,,1.0,N1,2500.0,1.0,100000.0,1.0,2.0,,,,,,,144000.0,400.0,1.0,500.0,1.0,0.0,,100.0,1.0,100.0,1.0
230106.0,2.0,1.0,,1070.0,1.0,,,5.0,5.0,1200.0,1.0,2.0,,,1.0,N1,700.0,1.0,35000.0,1.0,2.0,,,,,,,60000.0,125.0,1.0,300.0,1.0,0.0,,50.0,1.0,25.0,1.0
230106.0,2.0,2.0,,1090.0,1.0,,,5.0,5.0,800.0,1.0,2.0,,,1.0,N1,600.0,1.0,24000.0,1.0,2.0,,,,,,,32000.0,50.0,1.0,100.0,1.0,0.0,,0.0,,0.0,
230106.0,3.0,1.0,,1020.0,1.0,,,3.0,5.0,500.0,1.0,2.0,,,2.0,,,,,,,,,,,,,0.0,500.0,1.0,0.0,,0.0,,0.0,,0.0,
230106.0,3.0,2.0,,1060.0,1.0,,,3.0,5.0,1200.0,1.0,2.0,,,1.0,N1,800.0,1.0,24000.0,1.0,2.0,,,,,,,36000.0,0.0,,300.0,1.0,0.0,,70.0,1.0,30.0,1.0
230107.0,1.0,1.0,,1090.0,1.0,,,5.0,5.0,3000.0,1.0,2.0,,,1.0,N1,1300.0,1.0,65000.0,1.0,2.0,,,,,,,150000.0,50.0,1.0,1000.0,1.0,0.0,,500.0,1.0,150.0,1.0
230107.0,1.0,2.0,,1070.0,1.0,,,5.0,5.0,2200.0,1.0,2.0,,,1.0,N1,1000.0,1.0,44000.0,1.0,2.0,,,,,,,96800.0,75.0,1.0,825.0,1.0,0.0,,100.0,1.0,200.0,1.0
230107.0,2.0,1.0,,1070.0,1.0,,,2.0,5.0,800.0,1.0,2.0,,,1.0,N1,700.0,1.0,28000.0,1.0,2.0,,,,,,,32000.0,0.0,,0.0,,0.0,,50.0,1.0,50.0,1.0
230107.0,2.0,2.0,,1120.0,1.0,,,6000.0,1.0,1800.0,1.0,2.0,,,1.0,N1,1440.0,1.0,36000.0,1.0,2.0,,,,,,,450000.0,1800.0,1.0,1368.0,1.0,0.0,,720.0,1.0,360.0,1.0
230107.0,3.0,1.0,,1020.0,2.0,10.0,IMMATURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230107.0,3.0,2.0,,1090.0,1.0,,,1.0,5.0,500.0,1.0,2.0,,,1.0,N2,450.0,1.0,19350.0,1.0,2.0,,,,,,,21500.0,0.0,,0.0,,0.0,,0.0,,50.0,1.0
230107.0,3.0,3.0,,1080.0,1.0,,,1.0,5.0,1200.0,1.0,2.0,,,1.0,N2,1000.0,1.0,30000.0,1.0,2.0,,,,,,,36000.0,150.0,1.0,25.0,1.0,0.0,,0.0,,25.0,1.0
230107.0,4.0,1.0,,3020.0,1.0,,,1.0,5.0,200.0,1.0,2.0,,,1.0,N2,200.0,1.0,4000.0,1.0,2.0,,,,,,,4000.0,0.0,,0.0,,0.0,,0.0,,0.0,
230108.0,1.0,1.0,,1090.0,1.0,,,5.0,5.0,3000.0,1.0,2.0,,,1.0,N1,1300.0,1.0,65000.0,1.0,2.0,,,,,,,150000.0,50.0,1.0,1000.0,1.0,0.0,,500.0,1.0,150.0,1.0
230108.0,1.0,2.0,,1070.0,1.0,,,5.0,5.0,2200.0,1.0,2.0,,,1.0,N1,1000.0,1.0,44000.0,1.0,2.0,,,,,,,96800.0,75.0,1.0,825.0,1.0,0.0,,100.0,1.0,200.0,1.0
230108.0,2.0,1.0,,1070.0,1.0,,,2.0,5.0,800.0,1.0,2.0,,,1.0,N1,700.0,1.0,28000.0,1.0,2.0,,,,,,,32000.0,0.0,,0.0,,0.0,,50.0,1.0,50.0,1.0
230108.0,2.0,2.0,,1120.0,1.0,,,6000.0,1.0,9840.0,1.0,2.0,,,1.0,N1,1440.0,1.0,60000.0,1.0,2.0,,,,,,,410000.0,1800.0,1.0,4200.0,1.0,0.0,,1440.0,1.0,960.0,1.0
230108.0,3.0,1.0,,1020.0,2.0,10.0,IMMATURE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230108.0,3.0,2.0,,1090.0,1.0,,,1.0,5.0,500.0,1.0,2.0,,,1.0,N2,450.0,1.0,19350.0,1.0,2.0,,,,,,,21500.0,0.0,,0.0,,0.0,,0.0,,50.0,1.0
230108.0,3.0,3.0,,1080.0,1.0,,,1.0,5.0,1200.0,1.0,2.0,,,1.0,N2,1000.0,1.0,30000.0,1.0,2.0,,,,,,,36000.0,150.0,1.0,25.0,1.0,0.0,,0.0,,25.0,1.0
230108.0,4.0,1.0,,3020.0,1.0,,,1.0,5.0,200.0,1.0,2.0,,,1.0,N2,200.0,1.0,4000.0,1.0,2.0,,,,,,,4000.0,0.0,,0.0,,0.0,,0.0,,0.0,
230109.0,1.0,1.0,,1111.0,1.0,,,3.0,5.0,4000.0,1.0,2.0,,,1.0,N1,3200.0,1.0,112000.0,1.0,2.0,,,,,,,140000.0,300.0,1.0,300.0,1.0,0.0,,200.0,1.0,0.0,
230109.0,2.0,1.0,,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230109.0,2.0,2.0,,1120.0,1.0,,,1.0,5.0,300.0,1.0,2.0,,,1.0,N1,75.0,1.0,3000.0,1.0,2.0,,,,,,,12000.0,150.0,1.0,0.0,,0.0,,75.0,1.0,0.0,
230109.0,2.0,3.0,,1070.0,1.0,,,4.0,5.0,2000.0,1.0,2.0,,,1.0,N1,1500.0,1.0,75000.0,1.0,2.0,,,,,,,100000.0,200.0,1.0,1.0,1.0,0.0,,200.0,1.0,0.0,
230110.0,1.0,1.0,,1110.0,1.0,,,5.0,5.0,5000.0,1.0,2.0,,,1.0,N2,2600.0,1.0,104000.0,1.0,2.0,,,,,,,200000.0,1250.0,1.0,900.0,1.0,0.0,,200.0,1.0,50.0,1.0
230110.0,2.0,1.0,,1120.0,1.0,,,1000.0,1.0,1400.0,1.0,2.0,,,2.0,,,,,,,,,,,,,110000.0,800.0,1.0,550.0,1.0,0.0,,0.0,,50.0,1.0
230110.0,3.0,1.0,,1070.0,1.0,,,6.0,5.0,1500.0,1.0,2.0,,,1.0,N2,500.0,1.0,19000.0,1.0,2.0,,,,,,,57000.0,520.0,1.0,400.0,1.0,0.0,,50.0,1.0,30.0,1.0
230110.0,3.0,2.0,,1090.0,1.0,,,6.0,5.0,1200.0,1.0,2.0,,,1.0,N2,400.0,1.0,44000.0,1.0,2.0,,,,,,,132000.0,200.0,1.0,500.0,1.0,0.0,,60.0,1.0,40.0,1.0
230110.0,4.0,1.0,,1080.0,1.0,,,2.0,5.0,700.0,1.0,2.0,,,1.0,N2,500.0,1.0,21000.0,1.0,2.0,,,,,,,21000.0,120.0,1.0,60.0,1.0,0.0,,0.0,,20.0,1.0
230110.0,4.0,2.0,,1020.0,1.0,,,2.0,5.0,600.0,1.0,2.0,,,2.0,,,,,,,,,,,,,8000.0,570.0,1.0,0.0,,0.0,,0.0,,30.0,1.0
230110.0,5.0,1.0,,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230110.0,6.0,1.0,,1060.0,1.0,,,1.0,5.0,1100.0,1.0,2.0,,,1.0,N2,600.0,1.0,24000.0,1.0,2.0,,,,,,,44000.0,0.0,,400.0,1.0,0.0,,50.0,1.0,50.0,1.0
230110.0,7.0,1.0,,1010.0,1.0,,,4.0,5.0,500.0,1.0,2.0,,,1.0,N2,200.0,1.0,14000.0,1.0,2.0,,,,,,,35000.0,70.0,1.0,200.0,1.0,0.0,,20.0,1.0,10.0,1.0
230111.0,1.0,1.0,RICE,1111.0,1.0,,,7.0,1.0,9400.0,1.0,2.0,,,1.0,N1,5400.0,1.0,216000.0,1.0,2.0,,,,,,,376000.0,400.0,1.0,700.0,1.0,0.0,,400.0,1.0,200.0,1.0
230112.0,1.0,1.0,,1111.0,1.0,,,5.0,5.0,2800.0,1.0,2.0,,,2.0,,,,,,,,,,,,,140000.0,250.0,1.0,2000.0,1.0,0.0,,300.0,1.0,50.0,1.0
230112.0,2.0,1.0,,1111.0,1.0,,,7.0,5.0,6350.0,1.0,2.0,,,1.0,N3,3300.0,1.0,165000.0,1.0,1.0,N4,,,3000.0,1.0,150000.0,315000.0,0.0,,0.0,,0.0,,0.0,,50.0,1.0
230113.0,1.0,1.0,,1110.0,1.0,,,3.0,5.0,4300.0,1.0,2.0,,,1.0,N1,2000.0,1.0,90000.0,1.0,2.0,,,,,,,193000.0,1000.0,1.0,1000.0,1.0,0.0,,200.0,1.0,100.0,1.0
230114.0,1.0,1.0,,1111.0,1.0,,,7.0,5.0,7100.0,1.0,2.0,0.0,,1.0,N1,2000.0,1.0,96000.0,1.0,2.0,,,,,,,340800.0,100.0,1.0,4700.0,1.0,0.0,,200.0,1.0,100.0,1.0
230116.0,1.0,1.0,,1111.0,1.0,,,3.0,5.0,4000.0,1.0,2.0,0.0,,1.0,N1,3000.0,1.0,150000.0,1.0,2.0,,,,,,,200000.0,250.0,1.0,700.0,1.0,0.0,,0.0,,50.0,1.0
230117.0,1.0,1.0,,1110.0,1.0,,,15.0,5.0,9900.0,1.0,2.0,,,1.0,N1,2400.0,1.0,96000.0,1.0,2.0,,,,,,,44500.0,5000.0,1.0,6600.0,1.0,0.0,,700.0,1.0,200.0,1.0
230117.0,2.0,1.0,,1110.0,1.0,,,10.0,5.0,6400.0,1.0,2.0,,,1.0,N1,2000.0,1.0,80000.0,1.0,2.0,,,,,,,256000.0,3700.0,1.0,3000.0,1.0,0.0,,400.0,1.0,100.0,1.0
230118.0,1.0,1.0,,1110.0,1.0,,,10.0,5.0,9900.0,1.0,2.0,,,1.0,N2,8200.0,1.0,369000.0,1.0,2.0,,,,,,,445500.0,300.0,1.0,1000.0,1.0,0.0,,200.0,1.0,200.0,1.0
230119.0,1.0,1.0,,1111.0,1.0,,,4.0,5.0,2100.0,1.0,2.0,,,1.0,N1,1200.0,1.0,60000.0,1.0,2.0,,,,,,,105000.0,300.0,1.0,300.0,1.0,0.0,,200.0,1.0,100.0,1.0
230120.0,1.0,1.0,,1111.0,1.0,,,9.0,5.0,7000.0,1.0,2.0,,,1.0,N1,5000.0,1.0,250000.0,1.0,2.0,,,,,,,350000.0,250.0,1.0,1500.0,1.0,0.0,,200.0,1.0,50.0,1.0
230120.0,2.0,1.0,,1080.0,1.0,,,2.0,5.0,500.0,1.0,2.0,,,1.0,N2,300.0,1.0,9000.0,1.0,2.0,,,,,,,15000.0,50.0,1.0,250.0,1.0,0.0,,50.0,1.0,25.0,1.0
240161.0,1.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240161.0,2.0,1.0,CASSAVA,1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240161.0,2.0,2.0,BITTER KOLA,3113.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240162.0,1.0,1.0,ELERUFU (CASARA),1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240162.0,2.0,1.0,MAGBONLODU (CASARA),1020.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240163.0,1.0,1.0,CASSAVA,1020.0,1.0,,,6.0,5.0,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,35000.0,1.0,1.0,0.0,,0.0,,0.0,,700.0,2.0
240164.0,1.0,1.0,CASSAVA,1020.0,2.0,10.0,GARI IS CHEAP NOW,50.0,3.0,3.0,1.0,2.0,,,2.0,,,,,,,,,,,,,3000.0,3.0,1.0,0.0,,0.0,,0.0,,0.0,
240164.0,2.0,1.0,PLANTAIN,2170.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240164.0,2.0,2.0,PEPPER,2140.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240165.0,1.0,1.0,CASSAVA,1020.0,1.0,,,378.0,4.0,3160.0,1.0,2.0,,,1.0,,3160.0,1.0,36000.0,1.0,2.0,,,,,,,100000.0,,,,,,,,,,
240165.0,2.0,1.0,CASSAVA,1020.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240165.0,2.0,2.0,MAIZE,1080.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240165.0,2.0,3.0,PLANTAIN,2170.0,2.0,10.0,NOT MATURED FOR HARV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
